Year,State Name,Ozone Average,Carbon Average,Nitrogen Average,Sulfur Average,PM2.5 Average,PM10 Average,Ozone AQI,Carbon AQI,Nitrogen AQI,Sulfur AQI,PM2.5 AQI,PM10 AQI,Overall AQI,Population
2005,Michigan,0,0.3,25,8,0.0,34.1,0,3,24,11,0,31,31,10051.137
2005,Minnesota,0,0.3,15,2,0.0,22.1,0,3,14,3,0,20,20,5119.598
2005,Mississippi,0,0.4,9,4,0.0,0.0,0,5,8,6,0,0,8,2905.943
2005,Missouri,0,0.4,19,9,0.0,44.6,0,5,18,13,0,41,41,5790.3
2005,Montana,0,0.6,7,9,0.0,22.3,0,7,7,13,0,20,20,940.102
2005,Nebraska,0,0.5,0,4,0.0,31.3,0,6,0,6,0,29,29,1761.497
2005,Nevada,0,0.6,20,5,0.0,26.7,0,7,19,7,0,24,24,2432.143
2005,New Hampshire,0,0.6,11,10,0.0,0.0,0,7,10,14,0,0,14,1298.492
2005,New Jersey,0,0.6,28,8,0.0,0.0,0,7,26,11,0,0,26,8651.974
2005,New Mexico,0,0.4,16,2,0.0,36.8,0,5,15,3,0,34,34,1932.274
2005,New York,0,0.5,31,7,0.0,13.0,0,6,29,10,0,12,29,19132.61
2005,North Carolina,0,0.6,20,7,0.0,20.8,0,7,19,10,0,19,19,8705.407
2005,North Dakota,0,0.0,5,3,0.0,10.7,0,0,5,4,0,10,10,646.089
2005,Ohio,0,0.5,27,13,0.0,26.3,0,6,25,18,0,24,25,11463.32
2005,Oklahoma,0,0.2,15,7,0.0,26.0,0,2,14,10,0,24,24,3548.597
2005,Oregon,0,0.9,16,3,0.0,0.0,0,10,15,4,0,0,15,3613.202
2005,Pennsylvania,0,0.3,21,13,0.0,23.1,0,3,20,18,0,21,21,12449.99
2005,Rhode Island,0,0.5,13,8,0.0,0.0,0,6,12,11,0,0,12,1067.916
2005,South Carolina,0,0.3,12,5,0.0,27.9,0,3,11,7,0,25,25,4270.15
2005,South Dakota,0,0.0,4,1,0.0,24.0,0,0,4,1,0,22,22,775.493
2005,Tennessee,0,0.6,14,9,0.0,34.1,0,7,13,13,0,31,31,5991.057
2005,Texas,0,0.4,16,5,0.0,36.7,0,5,15,7,0,33,33,22778.123
2005,Utah,0,0.8,29,5,0.0,0.0,0,9,27,7,0,0,27,2457.719
2005,Vermont,0,0.5,18,9,0.0,0.0,0,6,17,13,0,0,17,621.215
2005,Virginia,0,0.4,22,8,0.0,0.0,0,5,21,11,0,0,21,7577.105
2005,Washington,0,0.9,19,5,0.0,21.1,0,10,18,7,0,19,19,6257.305
2005,West Virginia,0,0.4,26,20,0.0,22.6,0,5,25,28,0,21,28,1820.492
2005,Wisconsin,0,0.4,13,8,0.0,20.0,0,5,12,11,0,18,18,5546.166
2005,Wyoming,0,0.2,9,4,0.0,9.2,0,2,8,6,0,8,8,514.157
2005,Puerto Rico,0,1.3,12,5,0.0,28.1,0,15,11,7,0,26,26,
2005,Virgin Islands,0,0.0,0,3,0.0,0.0,0,0,0,4,0,0,4,
2005,Country Of Mexico,0,0.8,29,3,0.0,78.8,0,9,27,4,0,63,63,
2005,Canada,0,0.0,7,3,0.0,0.0,0,0,7,4,0,0,7,
2006,Alabama,0,0.7,0,5,0.0,31.8,0,8,0,7,0,29,29,4628.981
2006,Alaska,0,0.9,0,0,0.0,0.0,0,10,0,0,0,0,10,675.302
2006,Arizona,0,0.6,23,8,0.0,51.9,0,7,22,11,0,47,47,6029.141
2006,Arkansas,0,0.6,19,4,0.0,0.0,0,7,18,6,0,0,18,2821.761
2006,California,0,0.5,20,3,0.0,27.2,0,6,19,4,0,25,25,36021.202
2006,Colorado,0,0.5,19,6,0.0,28.3,0,6,18,8,0,26,26,4720.423
2006,Connecticut,0,0.7,22,5,0.0,0.0,0,8,21,7,0,0,21,3517.46
2006,Delaware,0,0.4,26,10,0.0,22.1,0,5,25,14,0,20,25,859.268
2006,District Of Columbia,0,0.9,25,8,0.0,0.0,0,10,24,11,0,0,24,
2006,Florida,0,0.5,13,4,0.0,21.9,0,6,12,6,0,20,20,18166.99
2006,Georgia,0,0.5,17,7,0.0,22.5,0,6,16,10,0,20,20,9155.813
2006,Hawaii,0,0.4,7,24,0.0,0.0,0,5,7,33,0,0,33,1309.731
2006,Idaho,0,0.6,11,9,0.0,18.1,0,7,10,13,0,16,16,1468.669
2006,Illinois,0,0.5,26,8,0.0,26.5,0,6,25,11,0,24,25,12643.955
2006,Indiana,0,0.6,15,11,0.0,23.9,0,7,14,15,0,22,22,6332.669
2006,Iowa,0,0.3,15,6,0.0,14.2,0,3,14,8,0,13,14,2982.644
2006,Kansas,0,0.4,13,2,0.0,22.1,0,5,12,3,0,20,20,2762.931
2006,Kentucky,0,0.7,17,8,0.0,22.1,0,8,16,11,0,20,20,4219.239
2006,Louisiana,0,0.5,14,6,0.0,0.0,0,6,13,8,0,0,13,4302.665
2006,Maine,0,0.2,8,3,0.0,15.5,0,2,8,4,0,14,14,1323.619
2006,Maryland,0,0.5,21,8,0.0,0.0,0,6,20,11,0,0,20,5627.367
2006,Massachusetts,0,0.4,15,5,0.0,0.0,0,5,14,7,0,0,14,6410.084
2006,Michigan,0,0.3,21,8,0.0,29.6,0,3,20,11,0,27,27,10036.081
2006,Minnesota,0,0.2,15,2,0.0,21.8,0,2,14,3,0,20,20,5163.555
2006,Mississippi,0,0.0,14,6,0.0,0.0,0,0,13,8,0,0,13,2904.978
2006,Missouri,0,0.4,17,10,0.0,44.2,0,5,16,14,0,40,40,5842.704
2006,Montana,0,0.6,4,6,0.0,25.2,0,7,4,8,0,23,23,952.692
2006,Nebraska,0,0.5,0,3,0.0,31.9,0,6,0,4,0,29,29,1772.693
2006,Nevada,0,0.6,19,1,0.0,27.5,0,7,18,1,0,25,25,2522.658
2006,New Hampshire,0,0.5,8,9,0.0,0.0,0,6,8,13,0,0,13,1308.389
2006,New Jersey,0,0.5,26,6,0.0,0.0,0,6,25,8,0,0,25,8661.679
2006,New Mexico,0,0.3,16,2,0.0,35.1,0,3,15,3,0,32,32,1962.137
2006,New York,0,0.4,28,6,0.0,12.2,0,5,26,8,0,11,26,19104.631
2006,North Carolina,0,0.6,19,6,0.0,19.9,0,7,18,8,0,18,18,8917.27
2006,North Dakota,0,0.0,5,2,0.0,12.6,0,0,5,3,0,11,11,649.422
2006,Ohio,0,0.4,24,11,0.0,21.8,0,5,23,15,0,20,23,11481.213
2006,Oklahoma,0,0.3,12,6,0.0,24.1,0,3,11,8,0,22,22,3594.09
2006,Oregon,0,0.7,16,2,0.0,0.0,0,8,15,3,0,0,15,3670.883
2006,Pennsylvania,0,0.3,19,11,0.0,21.0,0,3,18,15,0,19,19,12510.809
2006,Rhode Island,0,0.5,12,6,0.0,0.0,0,6,11,8,0,0,11,1063.096
2006,South Carolina,0,0.3,11,4,0.0,24.7,0,3,10,6,0,22,22,4357.847
2006,South Dakota,0,0.0,4,1,0.0,17.9,0,0,4,1,0,16,16,783.033
2006,Tennessee,0,0.6,14,9,0.0,35.9,0,7,13,13,0,33,33,6088.766
2006,Texas,0,0.4,15,4,0.0,43.2,0,5,14,6,0,39,39,23359.58
2006,Utah,0,0.7,28,4,0.0,0.0,0,8,26,6,0,0,26,2525.507
2006,Vermont,0,0.4,16,8,0.0,0.0,0,5,15,11,0,0,15,622.892
2006,Virginia,0,0.5,20,7,0.0,0.0,0,6,19,10,0,0,19,7673.725
2006,Washington,0,0.8,18,3,0.0,19.7,0,9,17,4,0,18,18,6370.753
2006,West Virginia,0,0.4,0,19,0.0,22.6,0,5,0,26,0,21,26,1827.912
2006,Wisconsin,0,0.4,13,7,0.0,14.7,0,5,12,10,0,13,13,5577.655
2006,Wyoming,0,0.1,10,4,0.0,16.5,0,1,9,6,0,15,15,522.667
2006,Puerto Rico,0,1.2,12,5,0.0,26.2,0,14,11,7,0,24,24,
2006,Virgin Islands,0,0.0,0,3,0.0,0.0,0,0,0,4,0,0,4,
2006,Country Of Mexico,0,0.7,28,3,0.0,79.9,0,8,26,4,0,63,63,
2006,Canada,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,
2007,Alabama,0,0.6,0,6,0.0,36.8,0,7,0,8,0,34,34,4672.84
2007,Alaska,0,0.8,0,0,0.0,0.0,0,9,0,0,0,0,9,680.3
2007,Arizona,0,0.5,27,8,0.0,49.6,0,6,25,11,0,45,45,6167.681
2007,Arkansas,0,0.6,18,4,0.0,0.0,0,7,17,6,0,0,17,2848.65
2007,California,0,0.4,20,2,0.0,30.5,0,5,19,3,0,28,28,36250.311
2007,Colorado,0,0.5,19,5,0.0,26.5,0,6,18,7,0,24,24,4803.868
2007,Connecticut,0,0.5,20,4,0.0,0.0,0,6,19,6,0,0,19,3527.27
2007,Delaware,0,0.3,25,8,0.0,22.7,0,3,24,11,0,21,24,871.749
2007,District Of Columbia,0,0.9,25,8,0.0,0.0,0,10,24,11,0,0,24,
2007,Florida,0,0.5,12,4,0.0,20.8,0,6,11,6,0,19,19,18367.842
2007,Georgia,0,0.4,15,6,0.0,26.8,0,5,14,8,0,24,24,9349.988
2007,Hawaii,0,0.4,7,20,0.0,0.0,0,5,7,28,0,0,28,1315.675
2007,Idaho,0,0.6,6,9,0.0,19.0,0,7,6,13,0,17,17,1505.105
2007,Illinois,0,0.4,26,8,0.0,30.7,0,5,25,11,0,28,28,12695.866
2007,Indiana,0,0.5,15,10,0.0,25.6,0,6,14,14,0,23,23,6379.599
2007,Iowa,0,0.3,14,5,0.0,29.5,0,3,13,7,0,27,27,2999.212
2007,Kansas,0,0.4,12,3,0.0,21.1,0,5,11,4,0,19,19,2783.785
2007,Kentucky,0,0.6,15,9,0.0,23.6,0,7,14,13,0,21,21,4256.672
2007,Louisiana,0,0.4,14,10,0.0,0.0,0,5,13,14,0,0,14,4375.581
2007,Maine,0,0.2,3,1,0.0,16.3,0,2,3,1,0,15,15,1327.04
2007,Maryland,0,0.4,22,8,0.0,0.0,0,5,21,11,0,0,21,5653.408
2007,Massachusetts,0,0.4,16,6,0.0,0.0,0,5,15,8,0,0,15,6431.559
2007,Michigan,0,0.3,22,7,0.0,31.1,0,3,21,10,0,28,28,10001.284
2007,Minnesota,0,0.2,14,2,0.0,21.3,0,2,13,3,0,19,19,5207.203
2007,Mississippi,0,0.0,11,5,0.0,0.0,0,0,10,7,0,0,10,2928.35
2007,Missouri,0,0.4,16,9,0.0,33.6,0,5,15,13,0,31,31,5887.612
2007,Montana,0,0.5,7,7,0.0,25.6,0,6,7,10,0,23,23,964.706
2007,Nebraska,0,0.5,0,3,0.0,29.8,0,6,0,4,0,27,27,1783.44
2007,Nevada,0,0.5,19,1,0.0,25.4,0,6,18,1,0,23,23,2601.072
2007,New Hampshire,0,0.5,9,11,0.0,0.0,0,6,8,15,0,0,15,1312.54
2007,New Jersey,0,0.4,24,5,0.0,0.0,0,5,23,7,0,0,23,8677.885
2007,New Mexico,0,0.3,15,2,0.0,31.2,0,3,14,3,0,28,28,1990.07
2007,New York,0,0.5,26,6,0.0,12.6,0,6,25,8,0,11,25,19132.335
2007,North Carolina,0,0.5,21,6,0.0,19.5,0,6,20,8,0,18,20,9118.037
2007,North Dakota,0,0.0,5,3,0.0,12.2,0,0,5,4,0,11,11,652.822
2007,Ohio,0,0.4,21,10,0.0,23.4,0,5,20,14,0,21,21,11500.468
2007,Oklahoma,0,0.2,11,5,0.0,22.9,0,2,10,7,0,21,21,3634.349
2007,Oregon,0,0.6,15,2,0.0,0.0,0,7,14,3,0,0,14,3722.417
2007,Pennsylvania,0,0.3,18,11,0.0,20.6,0,3,17,15,0,19,19,12563.937
2007,Rhode Island,0,0.5,10,7,0.0,0.0,0,6,9,10,0,0,10,1057.315
2007,South Carolina,0,0.2,10,4,0.0,21.7,0,2,9,6,0,20,20,4444.11
2007,South Dakota,0,0.0,3,1,0.0,19.3,0,0,3,1,0,18,18,791.623
2007,Tennessee,0,0.5,14,9,0.0,35.6,0,6,13,13,0,32,32,6175.727
2007,Texas,0,0.3,15,3,0.0,31.8,0,3,14,4,0,29,29,23831.983
2007,Utah,0,0.7,29,4,0.0,0.0,0,8,27,6,0,0,27,2597.746
2007,Vermont,0,0.5,16,8,0.0,0.0,0,6,15,11,0,0,15,623.481
2007,Virginia,0,0.4,17,7,0.0,0.0,0,5,16,10,0,0,16,7751.0
2007,Washington,0,0.6,13,3,0.0,19.7,0,7,12,4,0,18,18,6461.587
2007,West Virginia,0,0.4,0,19,0.0,24.6,0,5,0,26,0,22,26,1834.052
2007,Wisconsin,0,0.2,12,7,0.0,17.2,0,2,11,10,0,16,16,5610.775
2007,Wyoming,0,0.2,7,2,0.0,18.4,0,2,7,3,0,17,17,534.876
2007,Puerto Rico,0,1.0,11,4,0.0,26.5,0,11,10,6,0,24,24,
2007,Virgin Islands,0,0.0,0,3,0.0,0.0,0,0,0,4,0,0,4,
2007,Country Of Mexico,0,0.7,28,3,0.0,85.3,0,8,26,4,0,66,66,
2008,Alabama,0,0.6,0,7,0.0,28.8,0,7,0,10,0,26,26,4718.206
2008,Alaska,0,0.9,0,0,0.0,0.0,0,10,0,0,0,0,10,687.455
2008,Arizona,0,0.4,26,11,0.0,42.3,0,5,25,15,0,39,39,6280.362
2008,Arkansas,0,0.4,16,3,0.0,0.0,0,5,15,4,0,0,15,2874.554
2008,California,0,0.4,19,2,20.8,33.0,0,5,18,3,73,30,73,36604.337
2008,Colorado,0,0.4,17,5,0.0,27.1,0,5,16,7,0,25,25,4889.73
2008,Connecticut,0,0.5,18,3,0.0,0.0,0,6,17,4,0,0,17,3545.579
2008,Delaware,0,0.3,24,7,0.0,19.3,0,3,23,10,0,18,23,883.874
2008,District Of Columbia,0,0.9,24,8,0.0,0.0,0,10,23,11,0,0,23,
2008,Florida,0,0.5,11,3,0.0,19.6,0,6,10,4,0,18,18,18527.305
2008,Georgia,0,0.4,14,6,0.0,22.2,0,5,13,8,0,20,20,9504.843
2008,Hawaii,0,0.4,6,35,8.8,0.0,0,5,6,49,49,0,49,1332.213
2008,Idaho,0,0.7,6,9,0.0,22.1,0,8,6,13,0,20,20,1534.32
2008,Illinois,0,0.4,27,7,0.0,27.6,0,5,25,10,0,25,25,12747.038
2008,Indiana,0,0.5,15,10,13.4,23.9,0,6,14,14,59,22,59,6424.806
2008,Iowa,0,0.3,14,5,0.0,22.5,0,3,13,7,0,20,20,3016.734
2008,Kansas,0,0.4,12,3,0.0,20.4,0,5,11,4,0,19,19,2808.076
2008,Kentucky,0,0.4,14,7,0.0,19.9,0,5,13,10,0,18,18,4289.878
2008,Louisiana,0,0.3,13,9,0.0,0.0,0,3,12,13,0,0,13,4435.586
2008,Maine,0,0.2,11,2,0.0,14.7,0,2,10,3,0,13,13,1330.509
2008,Maryland,0,0.3,21,6,12.2,0.0,0,3,20,8,57,0,57,5684.965
2008,Massachusetts,0,0.3,16,5,0.0,0.0,0,3,15,7,0,0,15,6468.967
2008,Michigan,0,0.3,20,7,0.0,26.0,0,3,19,10,0,24,24,9946.889
2008,Minnesota,0,0.2,13,2,0.0,20.3,0,2,12,3,0,18,18,5247.018
2008,Mississippi,0,0.0,11,5,0.0,0.0,0,0,10,7,0,0,10,2947.806
2008,Missouri,0,0.3,15,11,0.0,26.2,0,3,14,15,0,24,24,5923.916
2008,Montana,0,0.4,3,7,8.1,23.4,0,5,3,10,45,21,45,976.415
2008,Nebraska,0,0.5,0,2,0.0,32.2,0,6,0,3,0,29,29,1796.378
2008,Nevada,0,0.5,23,0,0.0,19.1,0,6,22,0,0,17,22,2653.63
2008,New Hampshire,0,0.5,9,10,8.6,0.0,0,6,8,14,48,0,48,1315.906
2008,New Jersey,0,0.4,23,4,0.0,0.0,0,5,22,6,0,0,22,8711.09
2008,New Mexico,0,0.3,14,1,0.0,37.3,0,3,13,1,0,34,34,2010.662
2008,New York,0,0.4,25,5,0.0,12.0,0,5,24,7,0,11,24,19212.436
2008,North Carolina,0,0.5,18,5,0.0,17.3,0,6,17,7,0,16,17,9309.449
2008,North Dakota,0,0.2,5,2,0.0,12.6,0,2,5,3,0,11,11,657.569
2008,Ohio,0,0.4,19,9,0.0,21.4,0,5,18,13,0,19,19,11515.391
2008,Oklahoma,0,0.2,10,6,0.0,19.7,0,2,9,8,0,18,18,3668.976
2008,Oregon,0,0.5,17,1,0.0,0.0,0,6,16,1,0,0,16,3768.748
2008,Pennsylvania,0,0.2,17,10,0.0,19.2,0,2,16,14,0,17,17,12612.285
2008,Rhode Island,0,0.2,10,4,4.1,0.0,0,2,9,6,23,0,23,1055.003
2008,South Carolina,0,0.4,12,3,0.0,19.9,0,5,11,4,0,18,18,4528.996
2008,South Dakota,0,0.0,4,1,0.0,18.8,0,0,4,1,0,17,17,799.124
2008,Tennessee,0,0.4,12,9,0.0,32.1,0,5,11,13,0,29,29,6247.411
2008,Texas,0,0.3,14,3,0.0,28.7,0,3,13,4,0,26,26,24309.039
2008,Utah,0,0.5,25,4,0.0,0.0,0,6,24,6,0,0,24,2663.029
2008,Vermont,0,0.4,15,6,0.0,0.0,0,5,14,8,0,0,14,624.151
2008,Virginia,0,0.3,15,6,0.0,0.0,0,3,14,8,0,0,14,7833.496
2008,Washington,0,0.4,15,1,0.0,23.3,0,5,14,1,0,21,21,6562.231
2008,West Virginia,0,0.4,0,17,0.0,19.2,0,5,0,24,0,17,24,1840.31
2008,Wisconsin,0,0.1,11,7,0.0,14.6,0,1,10,10,0,13,13,5640.996
2008,Wyoming,0,0.1,7,3,0.0,15.6,0,1,7,4,0,14,14,546.043
2008,Puerto Rico,0,1.1,0,3,0.0,23.6,0,12,0,4,0,21,21,
2008,Virgin Islands,0,0.0,0,4,0.0,25.4,0,0,0,6,0,23,23,
2008,Country Of Mexico,0,0.7,29,2,0.0,57.8,0,8,27,3,0,52,52,
2009,Alabama,0,0.5,0,4,8.8,21.7,0,6,0,6,49,20,49,4757.938
2009,Alaska,0,0.8,0,0,6.6,17.6,0,9,0,0,37,16,37,698.895
2009,Arizona,0,0.4,24,9,0.0,36.3,0,5,23,13,0,33,33,6343.154
2009,Arkansas,0,0.4,15,3,0.0,0.0,0,5,14,4,0,0,14,2896.843
2009,California,0,0.4,18,2,13.6,28.3,0,5,17,3,59,26,59,36961.229
2009,Colorado,0,0.4,18,5,0.0,22.8,0,5,17,7,0,21,21,4972.195
2009,Connecticut,0,0.4,16,3,0.0,0.0,0,5,15,4,0,0,15,3561.807
2009,Delaware,0,0.3,23,5,0.0,16.8,0,3,22,7,0,15,22,891.73
2009,District Of Columbia,0,0.9,23,7,0.0,0.0,0,10,22,10,0,0,22,
2009,Florida,0,0.4,10,3,5.5,17.7,0,5,9,4,31,16,31,18652.644
2009,Georgia,0,0.3,13,4,0.0,17.9,0,3,12,6,0,16,16,9620.846
2009,Hawaii,0,0.3,7,40,7.0,0.0,0,3,7,56,39,0,56,1346.717
2009,Idaho,0,0.4,12,5,12.3,19.6,0,5,11,7,57,18,57,1554.439
2009,Illinois,0,0.4,25,5,0.0,21.9,0,5,24,7,0,20,24,12796.778
2009,Indiana,0,0.6,15,7,13.4,20.3,0,7,14,10,59,18,59,6459.325
2009,Iowa,0,0.2,13,2,0.0,19.9,0,2,12,3,0,18,18,3032.87
2009,Kansas,0,0.3,10,3,0.0,19.2,0,3,9,4,0,17,17,2832.704
2009,Kentucky,0,0.5,13,5,0.0,18.4,0,6,12,7,0,17,17,4317.074
2009,Louisiana,0,0.2,13,9,0.0,18.3,0,2,12,13,0,17,17,4491.648
2009,Maine,0,0.2,10,2,0.0,15.8,0,2,9,3,0,14,14,1329.59
2009,Maryland,0,0.3,22,5,10.8,0.0,0,3,21,7,54,0,54,5730.388
2009,Massachusetts,0,0.3,15,3,0.0,0.0,0,3,14,4,0,0,14,6517.613
2009,Michigan,0,0.3,20,5,0.0,20.5,0,3,19,7,0,19,19,9901.591
2009,Minnesota,0,0.2,12,1,0.0,21.1,0,2,11,1,0,19,19,5281.203
2009,Mississippi,0,0.0,8,3,0.0,0.0,0,0,8,4,0,0,8,2958.774
2009,Missouri,0,0.3,13,10,9.5,23.6,0,3,12,14,52,21,52,5961.088
2009,Montana,0,0.4,3,6,7.7,22.3,0,5,3,8,43,20,43,983.982
2009,Nebraska,0,0.5,0,3,11.2,24.5,0,6,0,4,55,22,55,1812.683
2009,Nevada,0,0.5,21,0,0.0,21.7,0,6,20,0,0,20,20,2684.665
2009,New Hampshire,0,0.4,7,12,8.6,0.0,0,5,7,17,48,0,48,1316.102
2009,New Jersey,0,0.4,22,3,0.0,0.0,0,5,21,4,0,0,21,8755.602
2009,New Mexico,0,0.4,13,1,0.0,30.8,0,5,12,1,0,28,28,2036.802
2009,New York,0,0.3,19,3,0.0,9.0,0,3,18,4,0,8,18,19307.066
2009,North Carolina,0,0.4,18,3,9.2,14.5,0,5,17,4,51,13,51,9449.566
2009,North Dakota,0,0.2,5,3,6.3,10.2,0,2,5,4,35,9,35,664.968
2009,Ohio,0,0.3,16,7,10.8,19.4,0,3,15,10,54,18,54,11528.896
2009,Oklahoma,0,0.2,9,4,11.1,21.3,0,2,8,6,55,19,55,3717.572
2009,Oregon,0,0.4,15,2,0.0,0.0,0,5,14,3,0,0,14,3808.6
2009,Pennsylvania,0,0.2,16,8,12.5,17.1,0,2,15,11,57,16,57,12666.858
2009,Rhode Island,0,0.2,9,3,6.1,0.0,0,2,8,4,34,0,34,1053.646
2009,South Carolina,0,0.2,10,2,0.0,18.4,0,2,9,3,0,17,17,4589.872
2009,South Dakota,0,0.2,3,1,6.5,14.8,0,2,3,1,36,13,36,807.067
2009,Tennessee,0,0.3,11,7,0.0,20.0,0,3,10,10,0,18,18,6306.019
2009,Texas,0,0.2,12,2,0.0,24.4,0,2,11,3,0,22,22,24801.761
2009,Utah,0,0.5,19,4,4.1,0.0,0,6,18,6,23,0,23,2723.421
2009,Vermont,0,0.4,13,5,0.0,0.0,0,5,12,7,0,0,12,624.817
2009,Virginia,0,0.3,15,5,0.0,0.0,0,3,14,7,0,0,14,7925.937
2009,Washington,0,0.4,10,2,0.0,19.5,0,5,9,3,0,18,18,6667.426
2009,West Virginia,0,0.4,0,13,0.0,16.9,0,5,0,18,0,15,18,1847.775
2009,Wisconsin,0,0.1,11,6,0.0,14.0,0,1,10,8,0,13,13,5669.264
2009,Wyoming,0,0.2,5,2,4.2,14.2,0,2,5,3,23,13,23,559.851
2009,Puerto Rico,0,1.0,0,4,0.0,24.0,0,11,0,6,0,22,22,
2009,Virgin Islands,0,0.0,0,2,0.0,26.1,0,0,0,3,0,24,24,
2009,Country Of Mexico,0,0.7,30,4,0.0,0.0,0,8,28,6,0,0,28,
2010,Alabama,0,0.4,0,4,12.7,24.4,0,5,0,6,58,22,58,4785.514
2010,Alaska,0,1.0,0,0,5.8,16.3,0,11,0,0,32,15,32,713.982
2010,Arizona,0,0.4,24,9,9.1,29.7,0,5,23,13,51,27,51,6407.342
2010,Arkansas,0,0.5,17,2,0.0,0.0,0,6,16,3,0,0,16,2921.998
2010,California,0,0.4,17,1,11.0,26.1,0,5,16,1,55,24,55,37319.55
2010,Colorado,0,0.4,13,4,8.1,24.9,0,5,12,6,45,23,45,5047.539
2010,Connecticut,0,0.4,13,2,0.0,0.0,0,5,12,3,0,0,12,3579.173
2010,Delaware,0,0.4,20,3,12.0,0.0,0,5,19,4,56,0,56,899.647
2010,District Of Columbia,0,0.9,23,5,0.0,0.0,0,10,22,7,0,0,22,
2010,Florida,0,0.3,11,3,8.5,17.9,0,3,10,4,47,16,47,18846.143
2010,Georgia,0,0.3,11,4,0.0,18.1,0,3,10,6,0,16,16,9712.209
2010,Hawaii,0,0.3,5,43,7.3,0.0,0,3,5,59,41,0,59,1364.004
2010,Idaho,0,0.3,12,5,11.0,16.7,0,3,11,7,55,15,55,1570.819
2010,Illinois,0,0.4,23,5,0.0,24.7,0,5,22,7,0,22,22,12840.545
2010,Indiana,0,0.6,18,7,14.2,22.8,0,7,17,10,61,21,61,6490.555
2010,Iowa,0,0.2,13,3,0.0,21.7,0,2,12,4,0,20,20,3050.819
2010,Kansas,0,0.4,11,3,0.0,20.8,0,5,10,4,0,19,19,2858.266
2010,Kentucky,0,0.4,12,6,11.4,21.4,0,5,11,8,55,19,55,4348.464
2010,Louisiana,0,0.2,12,7,0.0,23.9,0,2,11,10,0,22,22,4544.635
2010,Maine,0,0.2,10,1,0.0,15.2,0,2,9,1,0,14,14,1327.651
2010,Maryland,0,0.3,23,3,12.0,0.0,0,3,22,4,56,0,56,5788.784
2010,Massachusetts,0,0.3,14,3,0.0,0.0,0,3,13,4,0,0,13,6566.44
2010,Michigan,0,0.3,11,5,12.1,21.0,0,3,10,7,57,19,57,9877.597
2010,Minnesota,0,0.3,11,1,0.0,24.2,0,3,10,1,0,22,22,5310.934
2010,Mississippi,0,0.2,10,3,0.0,0.0,0,2,9,4,0,0,9,2970.615
2010,Missouri,0,0.3,13,9,10.8,25.3,0,3,12,13,54,23,54,5996.089
2010,Montana,0,0.4,3,4,7.9,19.8,0,5,3,6,44,18,44,990.73
2010,Nebraska,0,0.5,0,2,11.0,30.5,0,6,0,3,55,28,55,1829.591
2010,Nevada,0,0.4,19,1,7.2,17.8,0,5,18,1,40,16,40,2702.483
2010,New Hampshire,0,0.5,6,10,7.1,0.0,0,6,6,14,39,0,39,1316.807
2010,New Jersey,0,0.3,20,3,0.0,0.0,0,3,19,4,0,0,19,8799.451
2010,New Mexico,0,0.3,13,2,0.0,29.5,0,3,12,3,0,27,27,2064.614
2010,New York,0,0.4,18,3,0.0,0.0,0,5,17,4,0,0,17,19399.956
2010,North Carolina,0,0.4,17,3,10.5,17.1,0,5,16,4,54,16,54,9574.586
2010,North Dakota,0,0.2,5,3,8.5,11.1,0,2,5,4,47,10,47,674.752
2010,Ohio,0,0.4,15,7,12.0,22.5,0,5,14,10,56,20,56,11539.449
2010,Oklahoma,0,0.3,11,4,14.2,19.5,0,3,10,6,61,18,61,3760.014
2010,Oregon,0,0.4,14,2,0.0,0.0,0,5,13,3,0,0,13,3837.614
2010,Pennsylvania,0,0.3,16,7,11.8,18.8,0,3,15,10,56,17,56,12711.406
2010,Rhode Island,0,0.2,8,2,6.3,0.0,0,2,8,3,35,0,35,1053.994
2010,South Carolina,0,0.2,13,3,0.0,18.6,0,2,12,4,0,17,17,4635.846
2010,South Dakota,0,0.1,5,1,7.1,17.1,0,1,5,1,39,16,39,816.193
2010,Tennessee,0,0.4,12,7,13.5,20.3,0,5,11,10,59,18,59,6355.518
2010,Texas,0,0.2,12,2,0.0,25.1,0,2,11,3,0,23,23,25241.897
2010,Utah,0,0.4,16,3,4.0,0.0,0,5,15,4,22,0,22,2775.413
2010,Vermont,0,0.4,13,4,0.0,0.0,0,5,12,6,0,0,12,625.886
2010,Virginia,0,0.2,14,4,0.0,0.0,0,2,13,6,0,0,13,8024.004
2010,Washington,0,0.3,9,1,10.2,15.9,0,3,8,1,53,14,53,6743.009
2010,West Virginia,0,0.4,0,10,0.0,17.7,0,5,0,14,0,16,16,1854.265
2010,Wisconsin,0,0.1,8,6,10.2,16.3,0,1,8,8,53,15,53,5690.538
2010,Wyoming,0,0.2,5,3,3.9,13.6,0,2,5,4,22,12,22,564.531
2010,Puerto Rico,0,0.8,0,3,0.0,25.4,0,9,0,4,0,23,23,
2010,Virgin Islands,0,0.0,0,2,0.0,0.0,0,0,0,3,0,0,3,
2010,Country Of Mexico,0,0.6,25,3,0.0,0.0,0,7,24,4,0,0,24,
2011,Alabama,0,0.3,0,4,0.0,21.4,0,3,0,6,0,19,19,4799.642
2011,Alaska,0,0.6,0,11,5.2,14.9,0,7,0,15,29,14,29,722.349
2011,Arizona,0,0.4,25,8,10.1,35.0,0,5,24,11,53,32,53,6473.416
